title,singers,directors,lyricist,genre,album,download_link,poster,year
Mast Kalander,"['Mika Singh', ' Yo Yo Honey Singh']",,['Traditional'],"['Sufi/Qawwali', ' Pop']",Mast Kalander,https://www.youtube.com/watch?v=SyvG0XNPTBY,https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/83/0c/cf/830ccf6c-0a62-a7e2-d842-6e3c9d02a807/dj.sbbyqtox.jpg/200x200.jpg,2014
Mastmaula,['Ranjeet Rajwada'],['Ranjeet Rajwada'],"[""Alok Ranjan Jha 'Sahar'""]","['Filmi', ' Sufi/Qawwali']",Mastmaula,https://www.youtube.com/watch?v=RrJ13RIiaUU,,2014
Matware Nayna,"['Aadesh Shrivastava', ' Priyanka Pripri']",['Aadesh Shrivastava'],['Shyam Raj'],"['Filmi', ' Sugam']",Matware Nayna,https://www.youtube.com/watch?v=nV_X2MyZLwk,,2014
Main Hawaa (Female Version),['Asha Bhosle'],['Rohan Shah - I'],['Kumaar'],['Pop'],Mein Hawaa,https://www.youtube.com/watch?v=zasFuow6SP4,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/cc/23/bf/cc23bf9d-c24c-afed-3f2b-0a1569e3e290/source/200x200.jpg,2014
Yaadon Ke Sirhane,['Shaan'],['Rohan Shah - I'],['Kumaar'],"['Pop', ' Rock']",Mein Hawaa,,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/cc/23/bf/cc23bf9d-c24c-afed-3f2b-0a1569e3e290/source/200x200.jpg,2014
Main Hawaa (Male Version),['Shaan'],['Rohan Shah - I'],['Kumaar'],['Pop'],Mein Hawaa,,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/cc/23/bf/cc23bf9d-c24c-afed-3f2b-0a1569e3e290/source/200x200.jpg,2014
Blue Skies (Instrumental),,['Rohan Shah - I'],,"['Pop', ' Filmi']",Mein Hawaa,,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/cc/23/bf/cc23bf9d-c24c-afed-3f2b-0a1569e3e290/source/200x200.jpg,2014
Flashback (Instrumental),,['Rohan Shah - I'],,['Pop'],Mein Hawaa,,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/cc/23/bf/cc23bf9d-c24c-afed-3f2b-0a1569e3e290/source/200x200.jpg,2014
Gori Chitti,['Mamta Sharma'],['Shahdaab Bhartiya'],['Sanjay Dhoop Mishra'],['Filmi'],Meinu Ek Ladki Chaahiye,https://www.youtube.com/watch?v=snB-Bgz47ds,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/98/46/d2/9846d295-25ec-58fb-4a05-6522f87dabbf/source/200x200.jpg,2014
Raam Naam Laddoo,"[""Nikhil D'Souza"", ' Nitin Nitz Arora']",['Ravi Pawar'],['Sanjay Dhoop Mishra'],['Filmi'],Meinu Ek Ladki Chaahiye,https://www.youtube.com/watch?v=j88BmiaHMHE,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/98/46/d2/9846d295-25ec-58fb-4a05-6522f87dabbf/source/200x200.jpg,2014
Teri Toh Jhand,['Mika Singh'],['Ravi Pawar'],['Sanjay Dhoop Mishra'],['Filmi'],Meinu Ek Ladki Chaahiye,https://www.youtube.com/watch?v=yq2xvtHU56Q,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/98/46/d2/9846d295-25ec-58fb-4a05-6522f87dabbf/source/200x200.jpg,2014
Main Sifar,['Javed Ali'],['Ravi Pawar'],['Sanjay Dhoop Mishra'],"['Filmi', ' Sugam']",Meinu Ek Ladki Chaahiye,https://www.youtube.com/watch?v=n_0IiXHFkI4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/98/46/d2/9846d295-25ec-58fb-4a05-6522f87dabbf/source/200x200.jpg,2014
Nanhe Paon,['Roop Kumar Rathod'],['Ravi Pawar'],['Sanjay Dhoop Mishra'],['Filmi'],Meinu Ek Ladki Chaahiye,https://www.youtube.com/watch?v=1PhvVbEBXWA,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/98/46/d2/9846d295-25ec-58fb-4a05-6522f87dabbf/source/200x200.jpg,2014
Makhna,"['Sukhwinder Singh', ' Neeti Mohan']",['A.R. Rahman'],,"['Bhangra', ' Pop']",Million Dollar Arm,https://www.youtube.com/watch?v=HIzHiZ8lZrs,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Million Dollar Dream,,['A.R. Rahman'],,[''],Million Dollar Arm,https://www.youtube.com/watch?v=MyaWjEQXJEM,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Unborn Children,['Unnikrishnan'],['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
We Could Be Kings,,['A.R. Rahman'],,[''],Million Dollar Arm,https://www.youtube.com/watch?v=pDbKob819jA,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Taa Taa Tai,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Keep The Hustle,,['A.R. Rahman'],,[''],Million Dollar Arm,https://www.youtube.com/watch?v=kl0WZS287y4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Nimma Nimma,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Bobbleheads,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Never Give Up,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Lucknow,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Farewell,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Desi Thoughts,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
First Tryout,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Calling Scouts Again,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Welcome To India,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
The Final Pitch,,['A.R. Rahman'],,[''],Million Dollar Arm,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/f9/10/6bf91001-4e8c-4345-6553-f61ad758f7ed/00050087309954.rgb.jpg/200x200.jpg,2014
Mitti Di Khushboo,['Ayushmann Khurrana'],['Rochak Kohli'],"['Rochak Kohli', ' Gurpreet Saini', ' Gautam Govind Sharma']","['Pop', ' Filmi']",Mitti Di Khushboo,https://www.youtube.com/watch?v=8uJ-wOljP_s,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/a0/78/d5/a078d573-d07a-2211-7ffa-107aadeb312c/8903431570352_cover.jpg/200x200.jpg,2014
Mohabbat Mein,['K.M. Sadasivan'],['K.M. Sadasivan'],['Jigar Moradabadi'],"['Filmi', ' Ghazal']",Mohabbat Mein,https://www.youtube.com/watch?v=i7bccvFs_U8,,2014
Haseen Gunah,['K.M. Sadasivan'],['K.M. Sadasivan'],['Jigar Moradabadi'],"['Filmi', ' Ghazal']",Mohabbat Mein,https://www.youtube.com/watch?v=qLvByv7cMeg,,2014
Piya Aise To Na The,['Shreya Ghoshal'],['Sushant - Shankar'],['Basant Chaudhary'],"['Sugam', ' Filmi']",Moments Of Love,https://www.youtube.com/watch?v=Td8YviozPl0,,2014
Chand Tham Zara,['Roop Kumar Rathod'],['Sushant - Shankar'],['Basant Chaudhary'],"['Sugam', ' Filmi']",Moments Of Love,,,2014
Karvaton Ke Pal,['Neeti Mohan'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,,,2014
Zindagi Mil Gayee,['Palak Muchhal'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,,,2014
Theheri Theheri Ye Raat,['Javed Ali'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,,,2014
Chahaton Se Zyada,['Shreya Ghoshal'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,,,2014
Rab Ki Rubayee,['Roop Kumar Rathod'],['Sushant - Shankar'],['Basant Chaudhary'],"['Filmi', ' Sufi/Qawwali']",Moments Of Love,,,2014
Chhan Chhan Karti,['Shaan'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,,,2014
Ek Pal Zindagi,['Neeti Mohan'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,https://www.youtube.com/watch?v=5uQoz14enc4,,2014
Ya Tu Pari Ya Tu Khuda,['Mohit Chauhan'],['Sushant - Shankar'],['Basant Chaudhary'],['Filmi'],Moments Of Love,,,2014
Ringa Ringa,"['Shalmali Kholgade', ' Harshit Tomar']",['Mani Sharma'],['Harshit Tomar'],['Pop'],Mumbai 125 KM,https://www.youtube.com/watch?v=YYMu1rYJ_ds,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/52/1c/06/521c0635-7ea6-3234-ba0a-8bf20697074d/8718857700722.png/200x200.jpg,2014
Tere Bina,['Zubeen Garg'],['Mani Sharma'],['Kumaar'],"['Filmi', ' Pop']",Mumbai 125 KM,https://www.youtube.com/watch?v=PEJNZeUmIbA,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/52/1c/06/521c0635-7ea6-3234-ba0a-8bf20697074d/8718857700722.png/200x200.jpg,2014
Saazish,['Monali Thakur'],['Mani Sharma'],['Kumaar'],['Filmi'],Mumbai 125 KM,,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/52/1c/06/521c0635-7ea6-3234-ba0a-8bf20697074d/8718857700722.png/200x200.jpg,2014
Nanhi Si,['K.S. Chitra'],['Mani Sharma'],['Hemant Madhukar'],['Filmi'],Mumbai 125 KM,,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/52/1c/06/521c0635-7ea6-3234-ba0a-8bf20697074d/8718857700722.png/200x200.jpg,2014
Gum Gum,['Bhargavi'],['Mani Sharma'],['Kumaar'],['Filmi'],Mumbai 125 KM,,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/52/1c/06/521c0635-7ea6-3234-ba0a-8bf20697074d/8718857700722.png/200x200.jpg,2014
The Mayans Didn't Know Nothing,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
I'm Free,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
All I Want Is You,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
I've Got You on My Mind,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
Pothole Blues,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
I'll Give You More,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
Mumbai Blues (Travelling Home Blues),['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],"['Rock', ' Sugam']",Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
How Long,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
Sorry,['Mihir Joshi'],['Mihir Joshi Band'],['Mihir Joshi'],['Rock'],Mumbai Blues,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/5a/d2/895ad291-2a27-413e-b925-3e6ce717ef88/dj.iovdrouq.jpg/200x200.jpg,2014
De Di Permission Pyar Karne Ki,"['Ritu Pathak', ' Vinod Rathod']",['Nitin Shankar'],['Shabbir Ahmed'],['Filmi'],Mumbai Can Dance Saalaa,https://www.youtube.com/watch?v=PWtI7dt00hg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cc/17/63/cc17631d-7e13-0c76-2281-00eeda1e9766/8718857700777.png/200x200.jpg,2014
Mahiya,"['Alka Yagnik', ' Shaan']",['Bappi Lahiri'],['Taufique Palvi'],['Filmi'],Mumbai Can Dance Saalaa,https://www.youtube.com/watch?v=jZSlZ3PsIF8,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cc/17/63/cc17631d-7e13-0c76-2281-00eeda1e9766/8718857700777.png/200x200.jpg,2014
Mumbai Can Dance Saalaa,['Sunidhi Chauhan'],['Bappi Lahiri'],['Deepak Sneh'],['Filmi'],Mumbai Can Dance Saalaa,https://www.youtube.com/watch?v=uAuSgluSHW0,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cc/17/63/cc17631d-7e13-0c76-2281-00eeda1e9766/8718857700777.png/200x200.jpg,2014
Salame Salame,['Kalpana Patowary'],['Bappi Lahiri'],['Taufique Palvi'],['Filmi'],Mumbai Can Dance Saalaa,https://www.youtube.com/watch?v=NwTL1-ddeUo,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cc/17/63/cc17631d-7e13-0c76-2281-00eeda1e9766/8718857700777.png/200x200.jpg,2014
Shake My Kamariya,['Mamta Sharma'],['Bappi Lahiri'],['Shabbir Ahmed'],['Filmi'],Mumbai Can Dance Saalaa,https://www.youtube.com/watch?v=m7qyHUgTzu8,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cc/17/63/cc17631d-7e13-0c76-2281-00eeda1e9766/8718857700777.png/200x200.jpg,2014
Maula Maula,['Goldie Sohel'],['Naresh Karwala'],['Naresh Karwala'],"['Filmi', ' Pop']",Mumbai Can Dance Saalaa,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cc/17/63/cc17631d-7e13-0c76-2281-00eeda1e9766/8718857700777.png/200x200.jpg,2014
Mumbai City FC,['Various artists'],['Pritam'],['Amitabh Bhattacharya'],"['Marching Band', ' Filmi']",Mumbai City FC,https://www.youtube.com/watch?v=cCkeYVa0CgQ,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/99/f2/e6/99f2e671-b3fb-facf-e4ff-dec24c148395/8903431595775_cover.jpg/200x200.jpg,2014
Entry To Delhi,['Amandeep Singh Jolly'],['Sawan Dutta'],['Priya Panchal'],"['Pop', ' Bhangra']",Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=fHrk4L8hhTg,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Thham Sa Gaya,['Papon'],['Sawan Dutta'],['Priya Panchal'],"['Pop', ' Filmi']",Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=ai52x3Wkj6c,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Pawan Guru Paani Pita,['Smriti Minocha'],['Sawan Dutta'],['Traditional'],"['Bhajan', ' Filmi']",Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=gbc42eo4CEw,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Raahi Raahi,"['Neeti Mohan', ' Tochi Raina']",['Rohan - Rohan'],['Rohan Gokhale'],"['Filmi', ' Pop']",Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=u32Jiz9Pjio,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Thham Sa Gaya (Jazz),['Sawan Dutta'],['Sawan Dutta'],['Priya Panchal'],['Jazz'],Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=joQDtOsQ8Qo,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Entry To Delhi (Club Mix),"['Amandeep Singh Jolly', ' Priya Panchal']",['Sawan Dutta'],['Priya Panchal'],"['Pop', ' Bhangra']",Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=MKzumcGfXEY,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Raahi Raahi (Rock Version),"['Wrisha Dutta', ' Rohan - Rohan']",['Rohan - Rohan'],['Rohan Gokhale'],['Rock'],Mumbai Delhi Mumbai,https://www.youtube.com/watch?v=Qm4Di_bt0eY,https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/f6/94/24/f6942464-6276-7875-3eba-2ff7a771a7db/source/200x200.jpg,2014
Mumbai Ki Rail,['Toshi Gufy'],['Nizam Khan'],['Shareeph Mansuri Saranawala'],['Filmi'],Munna Mange Memsaab,https://www.youtube.com/watch?v=4mlVzf1xHaM,,2014
Allah Ke Naam,['Ram Shankar'],['Nizam Khan'],['Shareeph Mansuri Saranawala'],[''],Munna Mange Memsaab,,,2014
Bhang Mili,"['Shoureen', ' Tarannum Mallik', ' Pamela Jain']",['Nizam Khan'],['Shareeph Mansuri Saranawala'],['Filmi'],Munna Mange Memsaab,https://www.youtube.com/watch?v=FQJ6AVpeCfc,,2014
Daata Sun Le,"['Pamela Jain', ' Tarannum Mallik']",['Nizam Khan'],['Shareeph Mansuri Saranawala'],[''],Munna Mange Memsaab,,,2014
Munna Mange Memsaab,['Kamalesh Singh'],['Shareeph Mansuri Saranawala'],['Shareeph Mansuri Saranawala'],[''],Munna Mange Memsaab,,,2014
Muzik Traveller,"['Rapperiya Baalam', ' Abid Ali Khan']",['Rapperiya Baalam'],['Rapperiya Baalam'],"['Hip-hop', ' Hindustani', ' Rajasthani Folk']",Muzik Traveller,https://www.youtube.com/watch?v=zrJGoZZEQmU,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/3c/f7/ea/3cf7eac0-be85-5636-1987-756cc7f95589/Muzik_Traveller.jpg/200x200.jpg,2014
Gayatri Mantra,['Shankar Mahadevan'],['Shankar Mahadevan'],,"['Bhajan', ' Filmi']",My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Hanuman Chalisa,"['Shankar Mahadevan', ' Pandit Jasraj']",['Shankar Mahadevan'],,"['Bhajan', ' Filmi']",My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Govind Bolo,['Shankar Mahadevan'],['Shankar Mahadevan'],,"['Bhajan', ' Filmi']",My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Om Namah Shivay,['Shankar Mahadevan'],['Shankar Mahadevan'],,[''],My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Mahamrityunjay Mantra,['Shankar Mahadevan'],['Shankar Mahadevan'],,"['Bhajan', ' Filmi']",My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Kabir Dohe,['Shankar Mahadevan'],['Shankar Mahadevan'],,"['Filmi', ' Bhajan']",My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Raghupati Raghav Raja Ram,['Shankar Mahadevan'],['Shankar Mahadevan'],,"['Bhajan', ' Filmi']",My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
Om Jai Jagdish Hare,['Shankar Mahadevan'],['Shankar Mahadevan'],,['Bhajan'],My Devotional Favourites,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/69/45/e0/6945e007-e0ab-cf12-edc9-ea99a337cda2/888608373104.jpg/200x200.jpg,2014
My Name Is Ranveer Ching,['Arijit Singh'],['Shankar - Ehsaan - Loy'],['Gulzar'],['Filmi'],My Name Is Ranveer Ching,https://www.youtube.com/watch?v=u-ygtE1EqT8,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/a0/85/24/a0852476-8725-5452-a2a6-b39d13d905b9/without-2.jpg/200x200.jpg,2014
Chunri Lehrai,"['Kumar Sanu', ' Alka Yagnik']",['Sushant Das'],['Sudhakar Sharma'],['Filmi'],Naari Teri Shakti Anokhi,https://www.youtube.com/watch?v=T8hbjrBomuM,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Meri Maa Se Mila De Maa,['Kavita Krishnamurthy'],['Ravindra Jain'],['Rita S. Roy'],"['Filmi', ' Bhajan']",Naari Teri Shakti Anokhi,https://www.youtube.com/watch?v=sZB5PZtaFSE,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Tumne Kiya Hai Aisa Gunah,"['Gautam - I', ' Sadhna Sargam']",['Sushant Das'],['Rita S. Roy'],['Filmi'],Naari Teri Shakti Anokhi,https://www.youtube.com/watch?v=gvgJhbk7vbQ,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Duniya Ne Duniya Mein,['Anupama Deshpande'],['Sushant Das'],['Purushottam - I'],['Filmi'],Naari Teri Shakti Anokhi,https://www.youtube.com/watch?v=lLS0kR69AJI,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Naya Hai Zamana,"['Sadhna Sargam', ' Shoma Bannerjee']",['Sushant Das'],['Sudhakar Sharma'],['Filmi'],Naari Teri Shakti Anokhi,https://www.youtube.com/watch?v=hZrYgzkWQeg,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Meri Maa Se Mila De Maa,['Aparna'],['Ravindra Jain'],['Rita S. Roy'],"['Filmi', ' Bhajan']",Naari Teri Shakti Anokhi,,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Hare Krishna Hare Rama,['Anupama Deshpande'],['Sushant Das'],['Rita S. Roy'],['Bhajan'],Naari Teri Shakti Anokhi,,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Dekho Na Dekho Na,['Yamuna'],['Sushant Das'],['Sudhakar Sharma'],"['Filmi', ' Pop']",Naari Teri Shakti Anokhi,https://www.youtube.com/watch?v=z8Hrc-3S8AY,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Kaun Hoon Main,['Supriya Pathak - I'],['Sushant Das'],['Rita S. Roy'],['Filmi'],Naari Teri Shakti Anokhi,,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/9d/98/b0/9d98b0a1-2b20-6270-ad4b-3848d48f94b3/source/200x200.jpg,2014
Naina,['Sonu Kakkar'],['Tony Kakkar'],['Tony Kakkar'],"['Punjabi Folk', ' Filmi']",Naina,https://www.youtube.com/watch?v=SaVwzk3kQUY,,2014
Butt Patlo,"['Jaspreet Jasz', ' Roshni Baptist']",['G.J. Singh'],['Kumaar'],"['Bhangra', ' Electronic', ' Pop']",O Teri,,https://is3-ssl.mzstatic.com/image/thumb/Music30/v4/b7/e4/77/b7e4774a-c183-22b4-c26c-0f353fdcc213/source/200x200.jpg,2014
Akkhan Vich,"['G.J. Singh', ' Jaspreet Jasz', ' Neeti Mohan']",['G.J. Singh'],['Kumaar'],"['Filmi', ' Pop']",O Teri,,https://is3-ssl.mzstatic.com/image/thumb/Music30/v4/b7/e4/77/b7e4774a-c183-22b4-c26c-0f353fdcc213/source/200x200.jpg,2014
